시점,저출산율,지역별
2009.05,0.98,서울
2009.06,0.98,서울
2009.07,0.99,서울
2009.08,0.99,서울
2009.09,1.00,서울
2009.10,1.00,서울
2009.11,1.01,서울
2009.12,1.01,서울
2010.01,1.01,서울
2010.02,1.01,서울
2010.03,1.01,서울
2010.04,1.01,서울
2010.05,1.01,서울
2010.06,1.01,서울
2010.07,1.01,서울
2010.08,1.01,서울
2010.09,1.01,서울
2010.10,1.01,서울
2010.11,1.01,서울
2010.12,1.01,서울
2011.01,1.01,서울
2011.02,1.02,서울
2011.03,1.02,서울
2011.04,1.03,서울
2011.05,1.03,서울
2011.06,1.03,서울
2011.07,1.04,서울
2011.08,1.04,서울
2011.09,1.04,서울
2011.10,1.05,서울
2011.11,1.05,서울
2011.12,1.06,서울
2012.01,1.06,서울
2012.02,1.05,서울
2012.03,1.04,서울
2012.04,1.04,서울
2012.05,1.03,서울
2012.06,1.02,서울
2012.07,1.01,서울
2012.08,1.01,서울
2012.09,1.00,서울
2012.10,0.99,서울
2012.11,0.98,서울
2012.12,0.98,서울
2013.01,0.97,서울
2013.02,0.97,서울
2013.03,0.97,서울
2013.04,0.97,서울
2013.05,0.97,서울
2013.06,0.97,서울
2013.07,0.98,서울
2013.08,0.98,서울
2013.09,0.98,서울
2013.10,0.98,서울
2013.11,0.98,서울
2013.12,0.98,서울
2014.01,0.98,서울
2014.02,0.98,서울
2014.03,0.99,서울
2014.04,0.99,서울
2014.05,0.99,서울
2014.06,0.99,서울
2014.07,0.99,서울
2014.08,0.99,서울
2014.09,0.99,서울
2014.10,1.00,서울
2014.11,1.00,서울
2014.12,1.00,서울
2015.01,1.00,서울
2015.02,1.00,서울
2015.03,0.99,서울
2015.04,0.99,서울
2015.05,0.98,서울
2015.06,0.98,서울
2015.07,0.97,서울
2015.08,0.97,서울
2015.09,0.96,서울
2015.10,0.96,서울
2015.11,0.95,서울
2015.12,0.95,서울
2016.01,0.94,서울
2016.02,0.93,서울
2016.03,0.92,서울
2016.04,0.91,서울
2016.05,0.91,서울
2016.06,0.90,서울
2016.07,0.89,서울
2016.08,0.88,서울
2016.09,0.87,서울
2016.10,0.86,서울
2016.11,0.85,서울
2016.12,0.84,서울
2017.01,0.84,서울
2017.02,0.83,서울
2017.03,0.82,서울
2017.04,0.82,서울
2017.05,0.81,서울
2017.06,0.80,서울
2017.07,0.80,서울
2017.08,0.79,서울
2017.09,0.79,서울
2017.10,0.78,서울
2017.11,0.77,서울
2017.12,0.77,서울
2018.01,0.76,서울
2018.02,0.76,서울
2018.03,0.75,서울
2018.04,0.75,서울
2018.05,0.75,서울
2018.06,0.74,서울
2018.07,0.74,서울
2018.08,0.74,서울
2018.09,0.73,서울
2018.10,0.73,서울
2018.11,0.72,서울
2018.12,0.72,서울
2019.01,0.72,서울
2019.02,0.71,서울
2019.03,0.70,서울
2019.04,0.70,서울
2019.05,0.69,서울
2019.06,0.69,서울
2019.07,0.68,서울
2019.08,0.67,서울
2019.09,0.67,서울
2019.10,0.66,서울
2019.11,0.65,서울
2019.12,0.65,서울
2020.01,0.64,서울
2020.02,0.64,서울
2020.03,0.64,서울
2020.04,0.64,서울
2020.05,0.64,서울
2020.06,0.64,서울
2020.07,0.63,서울
2020.08,0.63,서울
2020.09,0.63,서울
2020.10,0.63,서울
2020.11,0.63,서울
2020.12,0.63,서울
2021.01,0.63,서울
2021.02,0.62,서울
2021.03,0.62,서울
2021.04,0.62,서울
2021.05,0.61,서울
2021.06,0.61,서울
2021.07,0.61,서울
2021.08,0.61,서울
2021.09,0.60,서울
2021.10,0.60,서울
2021.11,0.60,서울
2021.12,0.60,서울
2022.01,0.59,서울
2022.02,0.59,서울
2022.03,0.59,서울
2022.04,0.58,서울
2022.05,0.58,서울
2022.06,0.58,서울
2022.07,0.57,서울
2022.08,0.57,서울
2022.09,0.57,서울
2022.10,0.56,서울
2022.11,0.56,서울
2022.12,0.56,서울
2023.01,0.55,서울
2000.01,0.00,세종
2000.02,0.00,세종
2000.03,0.00,세종
2000.04,0.00,세종
2000.05,0.00,세종
2000.06,0.00,세종
2000.07,0.00,세종
2000.08,0.00,세종
2000.09,0.00,세종
2000.10,0.00,세종
2000.11,0.00,세종
2000.12,0.00,세종
2001.01,0.00,세종
2001.02,0.00,세종
2001.03,0.00,세종
2001.04,0.00,세종
2001.05,0.00,세종
2001.06,0.00,세종
2001.07,0.00,세종
2001.08,0.00,세종
2001.09,0.00,세종
2001.10,0.00,세종
2001.11,0.00,세종
2001.12,0.00,세종
2002.01,0.00,세종
2002.02,0.00,세종
2002.03,0.00,세종
2002.04,0.00,세종
2002.05,0.00,세종
2002.06,0.00,세종
2002.07,0.00,세종
2002.08,0.00,세종
2002.09,0.00,세종
2002.10,0.00,세종
2002.11,0.00,세종
2002.12,0.00,세종
2003.01,0.00,세종
2003.02,0.00,세종
2003.03,0.00,세종
2003.04,0.00,세종
2003.05,0.00,세종
2003.06,0.00,세종
2003.07,0.00,세종
2003.08,0.00,세종
2003.09,0.00,세종
2003.10,0.00,세종
2003.11,0.00,세종
2003.12,0.00,세종
2004.01,0.00,세종
2004.02,0.00,세종
2004.03,0.00,세종
2004.04,0.00,세종
2004.05,0.00,세종
2004.06,0.00,세종
2004.07,0.00,세종
2004.08,0.00,세종
2004.09,0.00,세종
2004.10,0.00,세종
2004.11,0.00,세종
2004.12,0.00,세종
2005.01,0.00,세종
2005.02,0.00,세종
2005.03,0.00,세종
2005.04,0.00,세종
2005.05,0.00,세종
2005.06,0.00,세종
2005.07,0.00,세종
2005.08,0.00,세종
2005.09,0.00,세종
2005.10,0.00,세종
2005.11,0.00,세종
2005.12,0.00,세종
2006.01,0.00,세종
2006.02,0.00,세종
2006.03,0.00,세종
2006.04,0.00,세종
2006.05,0.00,세종
2006.06,0.00,세종
2006.07,0.00,세종
2006.08,0.00,세종
2006.09,0.00,세종
2006.10,0.00,세종
2006.11,0.00,세종
2006.12,0.00,세종
2007.01,0.00,세종
2007.02,0.00,세종
2007.03,0.00,세종
2007.04,0.00,세종
2007.05,0.00,세종
2007.06,0.00,세종
2007.07,0.00,세종
2007.08,0.00,세종
2007.09,0.00,세종
2007.10,0.00,세종
2007.11,0.00,세종
2007.12,0.00,세종
2008.01,0.00,세종
2008.02,0.00,세종
2008.03,0.00,세종
2008.04,0.00,세종
2008.05,0.00,세종
2008.06,0.00,세종
2008.07,0.00,세종
2008.08,0.00,세종
2008.09,0.00,세종
2008.10,0.00,세종
2008.11,0.00,세종
2008.12,0.00,세종
2009.01,0.00,세종
2009.02,0.00,세종
2009.03,0.00,세종
2009.04,0.00,세종
2009.05,0.00,세종
2009.06,0.00,세종
2009.07,0.00,세종
2009.08,0.00,세종
2009.09,0.00,세종
2009.10,0.00,세종
2009.11,0.00,세종
2009.12,0.00,세종
2010.01,0.00,세종
2010.02,0.00,세종
2010.03,0.00,세종
2010.04,0.00,세종
2010.05,0.00,세종
2010.06,0.00,세종
2010.07,0.00,세종
2010.08,0.00,세종
2010.09,0.00,세종
2010.10,0.00,세종
2010.11,0.00,세종
2010.12,0.00,세종
2011.01,0.00,세종
2011.02,0.00,세종
2011.03,0.00,세종
2011.04,0.00,세종
2011.05,0.00,세종
2011.06,0.00,세종
2011.07,0.00,세종
2011.08,0.00,세종
2011.09,0.00,세종
2011.10,0.00,세종
2011.11,0.00,세종
2011.12,0.00,세종
2012.01,1.60,세종
2012.02,1.58,세종
2012.03,1.57,세종
2012.04,1.56,세종
2012.05,1.54,세종
2012.06,1.53,세종
2012.07,1.52,세종
2012.08,1.50,세종
2012.09,1.49,세종
2012.10,1.48,세종
2012.11,1.46,세종
2012.12,1.45,세종
2013.01,1.44,세종
2013.02,1.43,세종
2013.03,1.42,세종
2013.04,1.41,세종
2013.05,1.41,세종
2013.06,1.40,세종
2013.07,1.39,세종
2013.08,1.39,세종
2013.09,1.38,세종
2013.10,1.37,세종
2013.11,1.37,세종
2013.12,1.36,세종
2014.01,1.35,세종
2014.02,1.40,세종
2014.03,1.44,세종
2014.04,1.49,세종
2014.05,1.53,세종
2014.06,1.58,세종
2014.07,1.62,세종
2014.08,1.67,세종
2014.09,1.71,세종
2014.10,1.76,세종
2014.11,1.80,세종
2014.12,1.85,세종
2015.01,1.89,세종
2015.02,1.89,세종
2015.03,1.88,세종
2015.04,1.88,세종
2015.05,1.87,세종
2015.06,1.86,세종
2015.07,1.86,세종
2015.08,1.85,세종
2015.09,1.84,세종
2015.10,1.84,세종
2015.11,1.83,세종
2015.12,1.83,세종
2016.01,1.82,세종
2016.02,1.81,세종
2016.03,1.80,세종
2016.04,1.78,세종
2016.05,1.77,세종
2016.06,1.76,세종
2016.07,1.74,세종
2016.08,1.73,세종
2016.09,1.72,세종
2016.10,1.71,세종
2016.11,1.69,세종
2016.12,1.68,세종
2017.01,1.67,세종
2017.02,1.66,세종
2017.03,1.65,세종
2017.04,1.64,세종
2017.05,1.63,세종
2017.06,1.63,세종
2017.07,1.62,세종
2017.08,1.61,세종
2017.09,1.60,세종
2017.10,1.59,세종
2017.11,1.58,세종
2017.12,1.57,세종
2018.01,1.57,세종
2018.02,1.56,세종
2018.03,1.55,세종
2018.04,1.54,세종
2018.05,1.53,세종
2018.06,1.53,세종
2018.07,1.52,세종
2018.08,1.51,세종
2018.09,1.50,세종
2018.10,1.50,세종
2018.11,1.49,세종
2018.12,1.48,세종
2019.01,1.47,세종
2019.02,1.46,세종
2019.03,1.44,세종
2019.04,1.42,세종
2019.05,1.41,세종
2019.06,1.39,세종
2019.07,1.37,세종
2019.08,1.36,세종
2019.09,1.34,세종
2019.10,1.33,세종
2019.11,1.31,세종
2019.12,1.29,세종
2020.01,1.28,세종
2020.02,1.28,세종
2020.03,1.28,세종
2020.04,1.28,세종
2020.05,1.28,세종
2020.06,1.28,세종
2020.07,1.28,세종
2020.08,1.28,세종
2020.09,1.28,세종
2020.10,1.28,세종
2020.11,1.28,세종
2020.12,1.28,세종
2021.01,1.28,세종
2021.02,1.26,세종
2021.03,1.25,세종
2021.04,1.24,세종
2021.05,1.22,세종
2021.06,1.21,세종
2021.07,1.20,세종
2021.08,1.19,세종
2021.09,1.17,세종
2021.10,1.16,세종
2021.11,1.15,세종
2021.12,1.13,세종
2022.01,1.12,세종
2022.02,1.11,세종
2022.03,1.10,세종
2022.04,1.08,세종
2022.05,1.07,세종
2022.06,1.06,세종
2022.07,1.05,세종
2022.08,1.03,세종
2022.09,1.02,세종
2022.10,1.01,세종
2022.11,1.00,세종
2022.12,0.98,세종
2023.01,0.97,세종
2000.01,1.63,울산
2000.02,1.62,울산
2000.03,1.60,울산
2000.04,1.58,울산
2000.05,1.56,울산
2000.06,1.55,울산
2000.07,1.53,울산
2000.08,1.51,울산
2000.09,1.49,울산
2000.10,1.48,울산
2000.11,1.46,울산
2000.12,1.44,울산
2001.01,1.42,울산
2001.02,1.41,울산
2001.03,1.39,울산
2001.04,1.38,울산
2001.05,1.36,울산
2001.06,1.35,울산
2001.07,1.33,울산
2001.08,1.32,울산
2001.09,1.30,울산
2001.10,1.29,울산
2001.11,1.27,울산
2001.12,1.26,울산
2002.01,1.24,울산
2002.02,1.25,울산
2002.03,1.25,울산
2002.04,1.25,울산
2002.05,1.25,울산
2002.06,1.26,울산
2002.07,1.26,울산
2002.08,1.26,울산
2002.09,1.27,울산
2002.10,1.27,울산
2002.11,1.27,울산
2002.12,1.28,울산
2003.01,1.28,울산
2003.02,1.28,울산
2003.03,1.27,울산
2003.04,1.27,울산
2003.05,1.27,울산
2003.06,1.26,울산
2003.07,1.26,울산
2003.08,1.26,울산
2003.09,1.25,울산
2003.10,1.25,울산
2003.11,1.25,울산
2003.12,1.24,울산
2004.01,1.24,울산
2004.02,1.24,울산
2004.03,1.23,울산
2004.04,1.23,울산
2004.05,1.22,울산
2004.06,1.22,울산
2004.07,1.21,울산
2004.08,1.21,울산
2004.09,1.20,울산
2004.10,1.20,울산
2004.11,1.20,울산
2004.12,1.19,울산
2005.01,1.19,울산
2005.02,1.19,울산
2005.03,1.20,울산
2005.04,1.20,울산
2005.05,1.20,울산
2005.06,1.21,울산
2005.07,1.21,울산
2005.08,1.22,울산
2005.09,1.22,울산
2005.10,1.23,울산
2005.11,1.23,울산
2005.12,1.24,울산
2006.01,1.24,울산
2006.02,1.26,울산
2006.03,1.27,울산
2006.04,1.28,울산
2006.05,1.30,울산
2006.06,1.31,울산
2006.07,1.32,울산
2006.08,1.34,울산
2006.09,1.35,울산
2006.10,1.36,울산
2006.11,1.38,울산
2006.12,1.39,울산
2007.01,1.40,울산
2007.02,1.40,울산
2007.03,1.39,울산
2007.04,1.39,울산
2007.05,1.38,울산
2007.06,1.38,울산
2007.07,1.37,울산
2007.08,1.37,울산
2007.09,1.36,울산
2007.10,1.35,울산
2007.11,1.35,울산
2007.12,1.34,울산
2008.01,1.34,울산
2008.02,1.34,울산
2008.03,1.33,울산
2008.04,1.33,울산
2008.05,1.33,울산
2008.06,1.33,울산
2008.07,1.32,울산
2008.08,1.32,울산
2008.09,1.32,울산
2008.10,1.32,울산
2008.11,1.31,울산
2008.12,1.31,울산
2009.01,1.31,울산
2009.02,1.31,울산
2009.03,1.32,울산
2009.04,1.32,울산
2009.05,1.33,울산
2009.06,1.33,울산
2009.07,1.34,울산
2009.08,1.34,울산
2009.09,1.35,울산
2009.10,1.35,울산
2009.11,1.36,울산
2009.12,1.36,울산
2010.01,1.37,울산
2010.02,1.37,울산
2010.03,1.37,울산
2010.04,1.38,울산
2010.05,1.38,울산
2010.06,1.38,울산
2010.07,1.38,울산
2010.08,1.38,울산
2010.09,1.39,울산
2010.10,1.39,울산
2010.11,1.39,울산
2010.12,1.39,울산
2011.01,1.39,울산
2011.02,1.40,울산
2011.03,1.41,울산
2011.04,1.42,울산
2011.05,1.42,울산
2011.06,1.43,울산
2011.07,1.44,울산
2011.08,1.44,울산
2011.09,1.45,울산
2011.10,1.46,울산
2011.11,1.47,울산
2011.12,1.47,울산
2012.01,1.48,울산
2012.02,1.47,울산
2012.03,1.47,울산
2012.04,1.46,울산
2012.05,1.45,울산
2012.06,1.44,울산
2012.07,1.44,울산
2012.08,1.43,울산
2012.09,1.42,울산
2012.10,1.41,울산
2012.11,1.41,울산
2012.12,1.40,울산
2013.01,1.39,울산
2013.02,1.39,울산
2013.03,1.40,울산
2013.04,1.40,울산
2013.05,1.41,울산
2013.06,1.41,울산
2013.07,1.41,울산
2013.08,1.42,울산
2013.09,1.42,울산
2013.10,1.43,울산
2013.11,1.43,울산
2013.12,1.43,울산
2014.01,1.44,울산
2014.02,1.44,울산
2014.03,1.45,울산
2014.04,1.45,울산
2014.05,1.45,울산
2014.06,1.46,울산
2014.07,1.46,울산
2014.08,1.47,울산
2014.09,1.47,울산
2014.10,1.47,울산
2014.11,1.48,울산
2014.12,1.48,울산
2015.01,1.49,울산
2015.02,1.48,울산
2015.03,1.47,울산
2015.04,1.47,울산
2015.05,1.46,울산
2015.06,1.46,울산
2015.07,1.45,울산
2015.08,1.45,울산
2015.09,1.44,울산
2015.10,1.44,울산
2015.11,1.43,울산
2015.12,1.42,울산
2016.01,1.42,울산
2016.02,1.40,울산
2016.03,1.39,울산
2016.04,1.38,울산
2016.05,1.37,울산
2016.06,1.35,울산
2016.07,1.34,울산
2016.08,1.33,울산
2016.09,1.31,울산
2016.10,1.30,울산
2016.11,1.29,울산
2016.12,1.27,울산
2017.01,1.26,울산
2017.02,1.25,울산
2017.03,1.24,울산
2017.04,1.23,울산
2017.05,1.22,울산
2017.06,1.21,울산
2017.07,1.20,울산
2017.08,1.19,울산
2017.09,1.17,울산
2017.10,1.16,울산
2017.11,1.15,울산
2017.12,1.14,울산
2018.01,1.13,울산
2018.02,1.13,울산
2018.03,1.12,울산
2018.04,1.12,울산
2018.05,1.12,울산
2018.06,1.11,울산
2018.07,1.11,울산
2018.08,1.10,울산
2018.09,1.10,울산
2018.10,1.10,울산
2018.11,1.09,울산
2018.12,1.09,울산
2019.01,1.08,울산
2019.02,1.08,울산
2019.03,1.07,울산
2019.04,1.06,울산
2019.05,1.05,울산
2019.06,1.04,울산
2019.07,1.03,울산
2019.08,1.03,울산
2019.09,1.02,울산
2019.10,1.01,울산
2019.11,1.00,울산
2019.12,0.99,울산
2020.01,0.98,울산
2020.02,0.98,울산
2020.03,0.98,울산
2020.04,0.97,울산
2020.05,0.97,울산
2020.06,0.97,울산
2020.07,0.96,울산
2020.08,0.96,울산
2020.09,0.95,울산
2020.10,0.95,울산
2020.11,0.95,울산
2020.12,0.94,울산
2021.01,0.94,울산
2021.02,0.93,울산
2021.03,0.92,울산
2021.04,0.92,울산
2021.05,0.91,울산
2021.06,0.90,울산
2021.07,0.89,울산
2021.08,0.89,울산
2021.09,0.88,울산
2021.10,0.87,울산
2021.11,0.86,울산
2021.12,0.86,울산
2022.01,0.85,울산
2022.02,0.85,울산
2022.03,0.84,울산
2022.04,0.84,울산
2022.05,0.84,울산
2022.06,0.83,울산
2022.07,0.83,울산
2022.08,0.83,울산
2022.09,0.83,울산
2022.10,0.82,울산
2022.11,0.82,울산
2022.12,0.82,울산
2023.01,0.81,울산
2000.01,1.47,인천
2000.02,1.46,인천
2000.03,1.45,인천
2000.04,1.44,인천
2000.05,1.42,인천
2000.06,1.41,인천
2000.07,1.40,인천
2000.08,1.39,인천
2000.09,1.37,인천
2000.10,1.36,인천
2000.11,1.35,인천
2000.12,1.34,인천
2001.01,1.32,인천
2001.02,1.31,인천
2001.03,1.30,인천
2001.04,1.29,인천
2001.05,1.28,인천
2001.06,1.27,인천
2001.07,1.25,인천
2001.08,1.24,인천
2001.09,1.23,인천
2001.10,1.22,인천
2001.11,1.21,인천
2001.12,1.20,인천
2002.01,1.19,인천
2002.02,1.19,인천
2002.03,1.19,인천
2002.04,1.19,인천
2002.05,1.19,인천
2002.06,1.20,인천
2002.07,1.20,인천
2002.08,1.20,인천
2002.09,1.20,인천
2002.10,1.21,인천
2002.11,1.21,인천
2002.12,1.21,인천
2003.01,1.21,인천
2003.02,1.21,인천
2003.03,1.20,인천
2003.04,1.20,인천
2003.05,1.19,인천
2003.06,1.19,인천
2003.07,1.19,인천
2003.08,1.18,인천
2003.09,1.18,인천
2003.10,1.17,인천
2003.11,1.17,인천
2003.12,1.16,인천
2004.01,1.16,인천
2004.02,1.15,인천
2004.03,1.14,인천
2004.04,1.14,인천
2004.05,1.13,인천
2004.06,1.12,인천
2004.07,1.12,인천
2004.08,1.11,인천
2004.09,1.10,인천
2004.10,1.10,인천
2004.11,1.09,인천
2004.12,1.08,인천
2005.01,1.07,인천
2005.02,1.08,인천
2005.03,1.08,인천
2005.04,1.09,인천
2005.05,1.09,인천
2005.06,1.09,인천
2005.07,1.10,인천
2005.08,1.10,인천
2005.09,1.10,인천
2005.10,1.11,인천
2005.11,1.11,인천
2005.12,1.11,인천
2006.01,1.12,인천
2006.02,1.13,인천
2006.03,1.14,인천
2006.04,1.15,인천
2006.05,1.16,인천
2006.06,1.17,인천
2006.07,1.19,인천
2006.08,1.20,인천
2006.09,1.21,인천
2006.10,1.22,인천
2006.11,1.23,인천
2006.12,1.25,인천
2007.01,1.26,인천
2007.02,1.25,인천
2007.03,1.25,인천
2007.04,1.24,인천
2007.05,1.23,인천
2007.06,1.23,인천
2007.07,1.22,인천
2007.08,1.22,인천
2007.09,1.21,인천
2007.10,1.20,인천
2007.11,1.20,인천
2007.12,1.19,인천
2008.01,1.19,인천
2008.02,1.18,인천
2008.03,1.18,인천
2008.04,1.18,인천
2008.05,1.17,인천
2008.06,1.17,인천
2008.07,1.16,인천
2008.08,1.16,인천
2008.09,1.16,인천
2008.10,1.15,인천
2008.11,1.15,인천
2008.12,1.15,인천
2009.01,1.14,인천
2009.02,1.15,인천
2009.03,1.15,인천
2009.04,1.16,인천
2009.05,1.17,인천
2009.06,1.17,인천
2009.07,1.18,인천
2009.08,1.18,인천
2009.09,1.19,인천
2009.10,1.20,인천
2009.11,1.20,인천
2009.12,1.21,인천
2010.01,1.21,인천
2010.02,1.22,인천
2010.03,1.22,인천
2010.04,1.22,인천
2010.05,1.22,인천
2010.06,1.22,인천
2010.07,1.22,인천
2010.08,1.22,인천
2010.09,1.23,인천
2010.10,1.23,인천
2010.11,1.23,인천
2010.12,1.23,인천
2011.01,1.23,인천
2011.02,1.24,인천
2011.03,1.24,인천
2011.04,1.25,인천
2011.05,1.25,인천
2011.06,1.26,인천
2011.07,1.27,인천
2011.08,1.27,인천
2011.09,1.28,인천
2011.10,1.28,인천
2011.11,1.29,인천
2011.12,1.30,인천
2012.01,1.30,인천
2012.02,1.29,인천
2012.03,1.28,인천
2012.04,1.27,인천
2012.05,1.27,인천
2012.06,1.26,인천
2012.07,1.25,인천
2012.08,1.24,인천
2012.09,1.23,인천
2012.10,1.22,인천
2012.11,1.21,인천
2012.12,1.20,인천
2013.01,1.20,인천
2013.02,1.20,인천
2013.03,1.20,인천
2013.04,1.20,인천
2013.05,1.20,인천
2013.06,1.20,인천
2013.07,1.20,인천
2013.08,1.20,인천
2013.09,1.21,인천
2013.10,1.21,인천
2013.11,1.21,인천
2013.12,1.21,인천
2014.01,1.21,인천
2014.02,1.21,인천
2014.03,1.21,인천
2014.04,1.21,인천
2014.05,1.21,인천
2014.06,1.21,인천
2014.07,1.21,인천
2014.08,1.21,인천
2014.09,1.21,인천
2014.10,1.21,인천
2014.11,1.22,인천
2014.12,1.22,인천
2015.01,1.22,인천
2015.02,1.21,인천
2015.03,1.20,인천
2015.04,1.20,인천
2015.05,1.19,인천
2015.06,1.19,인천
2015.07,1.18,인천
2015.08,1.17,인천
2015.09,1.17,인천
2015.10,1.16,인천
2015.11,1.16,인천
2015.12,1.15,인천
2016.01,1.14,인천
2016.02,1.13,인천
2016.03,1.12,인천
2016.04,1.11,인천
2016.05,1.10,인천
2016.06,1.09,인천
2016.07,1.08,인천
2016.08,1.06,인천
2016.09,1.05,인천
2016.10,1.04,인천
2016.11,1.03,인천
2016.12,1.02,인천
2017.01,1.01,인천
2017.02,1.01,인천
2017.03,1.01,인천
2017.04,1.01,인천
2017.05,1.01,인천
2017.06,1.01,인천
2017.07,1.01,인천
2017.08,1.01,인천
2017.09,1.01,인천
2017.10,1.01,인천
2017.11,1.01,인천
2017.12,1.01,인천
2018.01,1.01,인천
2018.02,1.00,인천
2018.03,0.99,인천
2018.04,0.99,인천
2018.05,0.98,인천
2018.06,0.98,인천
2018.07,0.97,인천
2018.08,0.97,인천
2018.09,0.96,인천
2018.10,0.96,인천
2018.11,0.95,인천
2018.12,0.95,인천
2019.01,0.94,인천
2019.02,0.93,인천
2019.03,0.92,인천
2019.04,0.91,인천
2019.05,0.90,인천
2019.06,0.89,인천
2019.07,0.88,인천
2019.08,0.88,인천
2019.09,0.87,인천
2019.10,0.86,인천
2019.11,0.85,인천
2019.12,0.84,인천
2020.01,0.83,인천
2020.02,0.82,인천
2020.03,0.82,인천
2020.04,0.82,인천
2020.05,0.81,인천
2020.06,0.81,인천
2020.07,0.80,인천
2020.08,0.80,인천
2020.09,0.80,인천
2020.10,0.79,인천
2020.11,0.79,인천
2020.12,0.78,인천
2021.01,0.78,인천
2021.02,0.78,인천
2021.03,0.77,인천
2021.04,0.77,인천
2021.05,0.77,인천
2021.06,0.77,인천
2021.07,0.76,인천
2021.08,0.76,인천
2021.09,0.76,인천
2021.10,0.75,인천
2021.11,0.75,인천
2021.12,0.75,인천
2022.01,0.75,인천
2022.02,0.74,인천
2022.03,0.74,인천
2022.04,0.73,인천
2022.05,0.73,인천
2022.06,0.72,인천
2022.07,0.72,인천
2022.08,0.72,인천
2022.09,0.71,인천
2022.10,0.71,인천
2022.11,0.70,인천
2022.12,0.70,인천
2023.01,0.69,인천
2000.01,1.75,전남
2000.02,1.73,전남
2000.03,1.72,전남
2000.04,1.70,전남
2000.05,1.69,전남
2000.06,1.67,전남
2000.07,1.66,전남
2000.08,1.64,전남
2000.09,1.63,전남
2000.10,1.61,전남
2000.11,1.60,전남
2000.12,1.58,전남
2001.01,1.57,전남
2001.02,1.55,전남
2001.03,1.54,전남
2001.04,1.52,전남
2001.05,1.51,전남
2001.06,1.49,전남
2001.07,1.48,전남
2001.08,1.46,전남
2001.09,1.45,전남
2001.10,1.43,전남
2001.11,1.42,전남
2001.12,1.41,전남
2002.01,1.39,전남
2002.02,1.39,전남
2002.03,1.39,전남
2002.04,1.39,전남
2002.05,1.39,전남
2002.06,1.39,전남
2002.07,1.39,전남
2002.08,1.39,전남
2002.09,1.39,전남
2002.10,1.39,전남
2002.11,1.39,전남
2002.12,1.39,전남
2003.01,1.39,전남
2003.02,1.39,전남
2003.03,1.38,전남
2003.04,1.38,전남
2003.05,1.38,전남
2003.06,1.38,전남
2003.07,1.37,전남
2003.08,1.37,전남
2003.09,1.37,전남
2003.10,1.37,전남
2003.11,1.36,전남
2003.12,1.36,전남
2004.01,1.36,전남
2004.02,1.35,전남
2004.03,1.35,전남
2004.04,1.34,전남
2004.05,1.34,전남
2004.06,1.33,전남
2004.07,1.33,전남
2004.08,1.32,전남
2004.09,1.31,전남
2004.10,1.31,전남
2004.11,1.30,전남
2004.12,1.30,전남
2005.01,1.29,전남
2005.02,1.29,전남
2005.03,1.30,전남
2005.04,1.30,전남
2005.05,1.31,전남
2005.06,1.31,전남
2005.07,1.31,전남
2005.08,1.32,전남
2005.09,1.32,전남
2005.10,1.33,전남
2005.11,1.33,전남
2005.12,1.33,전남
2006.01,1.34,전남
2006.02,1.35,전남
2006.03,1.37,전남
2006.04,1.39,전남
2006.05,1.41,전남
2006.06,1.42,전남
2006.07,1.44,전남
2006.08,1.46,전남
2006.09,1.47,전남
2006.10,1.49,전남
2006.11,1.51,전남
2006.12,1.52,전남
2007.01,1.54,전남
2007.02,1.53,전남
2007.03,1.53,전남
2007.04,1.52,전남
2007.05,1.51,전남
2007.06,1.50,전남
2007.07,1.50,전남
2007.08,1.49,전남
2007.09,1.48,전남
2007.10,1.47,전남
2007.11,1.46,전남
2007.12,1.46,전남
2008.01,1.45,전남
2008.02,1.45,전남
2008.03,1.45,전남
2008.04,1.45,전남
2008.05,1.45,전남
2008.06,1.45,전남
2008.07,1.45,전남
2008.08,1.45,전남
2008.09,1.45,전남
2008.10,1.45,전남
2008.11,1.45,전남
2008.12,1.45,전남
2009.01,1.45,전남
2009.02,1.45,전남
2009.03,1.46,전남
2009.04,1.47,전남
2009.05,1.48,전남
2009.06,1.48,전남
2009.07,1.49,전남
2009.08,1.50,전남
2009.09,1.51,전남
2009.10,1.51,전남
2009.11,1.52,전남
2009.12,1.53,전남
2010.01,1.54,전남
2010.02,1.54,전남
2010.03,1.54,전남
2010.04,1.54,전남
2010.05,1.55,전남
2010.06,1.55,전남
2010.07,1.55,전남
2010.08,1.56,전남
2010.09,1.56,전남
2010.10,1.56,전남
2010.11,1.56,전남
2010.12,1.57,전남
2011.01,1.57,전남
2011.02,1.57,전남
2011.03,1.58,전남
2011.04,1.59,전남
2011.05,1.59,전남
2011.06,1.60,전남
2011.07,1.60,전남
2011.08,1.61,전남
2011.09,1.62,전남
2011.10,1.62,전남
2011.11,1.63,전남
2011.12,1.64,전남
2012.01,1.64,전남
2012.02,1.63,전남
2012.03,1.62,전남
2012.04,1.61,전남
2012.05,1.60,전남
2012.06,1.59,전남
2012.07,1.58,전남
2012.08,1.57,전남
2012.09,1.56,전남
2012.10,1.55,전남
2012.11,1.54,전남
2012.12,1.53,전남
2013.01,1.52,전남
2013.02,1.52,전남
2013.03,1.51,전남
2013.04,1.51,전남
2013.05,1.51,전남
2013.06,1.51,전남
2013.07,1.51,전남
2013.08,1.51,전남
2013.09,1.50,전남
2013.10,1.50,전남
2013.11,1.50,전남
2013.12,1.50,전남
2014.01,1.50,전남
